region,industry_category,year,number_of_employees,industry_code
세종,"협회 및 단체, 수리 및 기타 개인 서비스업",2022,2971,S
경기,광업,2022,1513,B
경기,제조업,2022,1234198,C
경기,"전기, 가스, 증기 및 공기 조절 공급업",2022,9589,D
경기,"수도, 하수 및 폐기물 처리, 원료 재생업",2022,32345,E
경기,건설업,2022,286739,F
경기,도매 및 소매업,2022,580899,G
경기,운수 및 창고업,2022,172681,H
경기,숙박 및 음식점업,2022,268813,I
경기,정보통신업,2022,151840,J
경기,금융 및 보험업,2022,137832,K
경기,부동산업,2022,107335,L
경기,"전문, 과학 및 기술 서비스업",2022,304286,M
경기,"사업시설 관리, 사업 지원 및 임대 서비스업",2022,240001,N
경기,"공공행정, 국방 및 사회보장 행정",2022,154237,O
경기,교육 서비스업,2022,412304,P
경기,보건업 및 사회복지 서비스업,2022,481062,Q
경기,"예술, 스포츠 및 여가관련 서비스업",2022,84713,R
경기,"협회 및 단체, 수리 및 기타 개인 서비스업",2022,114819,S
강원,광업,2022,4185,B
강원,제조업,2022,55772,C
강원,"전기, 가스, 증기 및 공기 조절 공급업",2022,3501,D
강원,"수도, 하수 및 폐기물 처리, 원료 재생업",2022,5517,E
강원,건설업,2022,53780,F
강원,도매 및 소매업,2022,44575,G
강원,운수 및 창고업,2022,22402,H
강원,숙박 및 음식점업,2022,41382,I
강원,정보통신업,2022,8274,J
강원,금융 및 보험업,2022,27515,K
강원,부동산업,2022,9919,L
강원,"전문, 과학 및 기술 서비스업",2022,17803,M
강원,"사업시설 관리, 사업 지원 및 임대 서비스업",2022,23235,N
강원,"공공행정, 국방 및 사회보장 행정",2022,45479,O
강원,교육 서비스업,2022,51177,P
강원,보건업 및 사회복지 서비스업,2022,75558,Q
강원,"예술, 스포츠 및 여가관련 서비스업",2022,18943,R
강원,"협회 및 단체, 수리 및 기타 개인 서비스업",2022,16892,S
충북,광업,2022,1085,B
충북,제조업,2022,214963,C
충북,"전기, 가스, 증기 및 공기 조절 공급업",2022,1556,D
충북,"수도, 하수 및 폐기물 처리, 원료 재생업",2022,5986,E
충북,건설업,2022,46569,F
충북,도매 및 소매업,2022,62510,G
충북,운수 및 창고업,2022,20384,H
충북,숙박 및 음식점업,2022,30968,I
충북,정보통신업,2022,7014,J
충북,금융 및 보험업,2022,15692,K
충북,부동산업,2022,10207,L
충북,"전문, 과학 및 기술 서비스업",2022,24178,M
충북,"사업시설 관리, 사업 지원 및 임대 서비스업",2022,30338,N
충북,"공공행정, 국방 및 사회보장 행정",2022,35225,O
충북,교육 서비스업,2022,50293,P
충북,보건업 및 사회복지 서비스업,2022,67299,Q
충북,"예술, 스포츠 및 여가관련 서비스업",2022,8675,R
충북,"협회 및 단체, 수리 및 기타 개인 서비스업",2022,14133,S
충남,광업,2022,760,B
충남,제조업,2022,294839,C
충남,"전기, 가스, 증기 및 공기 조절 공급업",2022,6944,D
충남,"수도, 하수 및 폐기물 처리, 원료 재생업",2022,7220,E
충남,건설업,2022,67116,F
충남,도매 및 소매업,2022,65922,G
충남,운수 및 창고업,2022,24739,H
충남,숙박 및 음식점업,2022,39331,I
충남,정보통신업,2022,6628,J
충남,금융 및 보험업,2022,22679,K
충남,부동산업,2022,11277,L
충남,"전문, 과학 및 기술 서비스업",2022,24677,M
충남,"사업시설 관리, 사업 지원 및 임대 서비스업",2022,37427,N
충남,"공공행정, 국방 및 사회보장 행정",2022,44723,O
충남,교육 서비스업,2022,66651,P
충남,보건업 및 사회복지 서비스업,2022,91954,Q
충남,"예술, 스포츠 및 여가관련 서비스업",2022,9279,R
충남,"협회 및 단체, 수리 및 기타 개인 서비스업",2022,18514,S
전북,광업,2022,713,B
전북,제조업,2022,107804,C
전북,"전기, 가스, 증기 및 공기 조절 공급업",2022,2701,D
전북,"수도, 하수 및 폐기물 처리, 원료 재생업",2022,5506,E
전북,건설업,2022,47457,F
전북,도매 및 소매업,2022,54915,G
전북,운수 및 창고업,2022,19990,H
전북,숙박 및 음식점업,2022,32653,I
전북,정보통신업,2022,7634,J
전북,금융 및 보험업,2022,30949,K
전북,부동산업,2022,10800,L
전북,"전문, 과학 및 기술 서비스업",2022,22099,M
전북,"사업시설 관리, 사업 지원 및 임대 서비스업",2022,20858,N
전북,"공공행정, 국방 및 사회보장 행정",2022,41067,O
전북,교육 서비스업,2022,55264,P
전북,보건업 및 사회복지 서비스업,2022,90292,Q
전북,"예술, 스포츠 및 여가관련 서비스업",2022,9803,R
전북,"협회 및 단체, 수리 및 기타 개인 서비스업",2022,17310,S
전남,광업,2022,967,B
전남,제조업,2022,111011,C
전남,"전기, 가스, 증기 및 공기 조절 공급업",2022,7520,D
전남,"수도, 하수 및 폐기물 처리, 원료 재생업",2022,7352,E
전남,건설업,2022,84067,F
전남,도매 및 소매업,2022,60950,G
전남,운수 및 창고업,2022,27859,H
전남,숙박 및 음식점업,2022,30681,I
전남,정보통신업,2022,8514,J
전남,금융 및 보험업,2022,27521,K
전남,부동산업,2022,9257,L
전남,"전문, 과학 및 기술 서비스업",2022,19413,M
전남,"사업시설 관리, 사업 지원 및 임대 서비스업",2022,25197,N
전남,"공공행정, 국방 및 사회보장 행정",2022,54109,O
전남,교육 서비스업,2022,50515,P
전남,보건업 및 사회복지 서비스업,2022,89552,Q
전남,"예술, 스포츠 및 여가관련 서비스업",2022,12754,R
전남,"협회 및 단체, 수리 및 기타 개인 서비스업",2022,17120,S
경북,광업,2022,1079,B
경북,제조업,2022,284726,C
경북,"전기, 가스, 증기 및 공기 조절 공급업",2022,7430,D
경북,"수도, 하수 및 폐기물 처리, 원료 재생업",2022,10476,E
경북,건설업,2022,64591,F
경북,도매 및 소매업,2022,73253,G
경북,운수 및 창고업,2022,27799,H
경북,숙박 및 음식점업,2022,42656,I
경북,정보통신업,2022,8708,J
경북,금융 및 보험업,2022,23229,K
경북,부동산업,2022,13309,L
경북,"전문, 과학 및 기술 서비스업",2022,31207,M
경북,"사업시설 관리, 사업 지원 및 임대 서비스업",2022,29023,N
경북,"공공행정, 국방 및 사회보장 행정",2022,61330,O
경북,교육 서비스업,2022,75647,P
경북,보건업 및 사회복지 서비스업,2022,114123,Q
경북,"예술, 스포츠 및 여가관련 서비스업",2022,15804,R
경북,"협회 및 단체, 수리 및 기타 개인 서비스업",2022,23317,S
경남,광업,2022,651,B
경남,제조업,2022,362189,C
경남,"전기, 가스, 증기 및 공기 조절 공급업",2022,4531,D
경남,"수도, 하수 및 폐기물 처리, 원료 재생업",2022,10484,E
경남,건설업,2022,74181,F
경남,도매 및 소매업,2022,88642,G
경남,운수 및 창고업,2022,36191,H
경남,숙박 및 음식점업,2022,57872,I
경남,정보통신업,2022,10855,J
경남,금융 및 보험업,2022,42563,K
경남,부동산업,2022,22349,L
경남,"전문, 과학 및 기술 서비스업",2022,34700,M
경남,"사업시설 관리, 사업 지원 및 임대 서비스업",2022,36848,N
경남,"공공행정, 국방 및 사회보장 행정",2022,62829,O
경남,교육 서비스업,2022,92374,P
경남,보건업 및 사회복지 서비스업,2022,138896,Q
경남,"예술, 스포츠 및 여가관련 서비스업",2022,14169,R
경남,"협회 및 단체, 수리 및 기타 개인 서비스업",2022,24578,S
제주,광업,2022,165,B
제주,제조업,2022,9716,C
제주,"전기, 가스, 증기 및 공기 조절 공급업",2022,1249,D
제주,"수도, 하수 및 폐기물 처리, 원료 재생업",2022,1354,E
제주,건설업,2022,20888,F
제주,도매 및 소매업,2022,26691,G
제주,운수 및 창고업,2022,9033,H
제주,숙박 및 음식점업,2022,29568,I
제주,정보통신업,2022,5066,J
제주,금융 및 보험업,2022,10320,K
제주,부동산업,2022,3944,L
제주,"전문, 과학 및 기술 서비스업",2022,7861,M
제주,"사업시설 관리, 사업 지원 및 임대 서비스업",2022,11970,N
제주,"공공행정, 국방 및 사회보장 행정",2022,17211,O
제주,교육 서비스업,2022,19501,P
제주,보건업 및 사회복지 서비스업,2022,26386,Q
제주,"예술, 스포츠 및 여가관련 서비스업",2022,9916,R
제주,"협회 및 단체, 수리 및 기타 개인 서비스업",2022,7007,S
총계,광업,2023,12887,B
총계,제조업,2023,3750645,C
총계,"전기, 가스, 증기 및 공기 조절 공급업",2023,67452,D
총계,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,126491,E
총계,건설업,2023,1474682,F
총계,도매 및 소매업,2023,2287993,G
총계,운수 및 창고업,2023,750912,H
총계,숙박 및 음식점업,2023,1254026,I
총계,정보통신업,2023,804839,J
총계,금융 및 보험업,2023,815345,K
총계,부동산업,2023,436946,L
총계,"전문, 과학 및 기술 서비스업",2023,1309030,M
총계,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,1258918,N
총계,"공공행정, 국방 및 사회보장 행정",2023,909999,O
총계,교육 서비스업,2023,1614660,P
총계,보건업 및 사회복지 서비스업,2023,2330812,Q
총계,"예술, 스포츠 및 여가관련 서비스업",2023,325198,R
총계,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,517732,S
서울,광업,2023,144,B
서울,제조업,2023,185591,C
서울,"전기, 가스, 증기 및 공기 조절 공급업",2023,6388,D
서울,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,10292,E
서울,건설업,2023,374596,F
서울,도매 및 소매업,2023,685542,G
서울,운수 및 창고업,2023,167752,H
서울,숙박 및 음식점업,2023,313848,I
서울,정보통신업,2023,492813,J
서울,금융 및 보험업,2023,298898,K
서울,부동산업,2023,129939,L
서울,"전문, 과학 및 기술 서비스업",2023,572647,M
서울,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,508949,N
서울,"공공행정, 국방 및 사회보장 행정",2023,160330,O
서울,교육 서비스업,2023,347714,P
서울,보건업 및 사회복지 서비스업,2023,451560,Q
서울,"예술, 스포츠 및 여가관련 서비스업",2023,65028,R
서울,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,140773,S
부산,광업,2023,31,B
부산,제조업,2023,174916,C
부산,"전기, 가스, 증기 및 공기 조절 공급업",2023,4048,D
부산,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,7389,E
부산,건설업,2023,86094,F
부산,도매 및 소매업,2023,163887,G
부산,운수 및 창고업,2023,74009,H
부산,숙박 및 음식점업,2023,95829,I
부산,정보통신업,2023,19628,J
부산,금융 및 보험업,2023,57509,K
부산,부동산업,2023,28753,L
부산,"전문, 과학 및 기술 서비스업",2023,49941,M
부산,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,85617,N
부산,"공공행정, 국방 및 사회보장 행정",2023,51763,O
부산,교육 서비스업,2023,92937,P
부산,보건업 및 사회복지 서비스업,2023,172361,Q
부산,"예술, 스포츠 및 여가관련 서비스업",2023,18246,R
부산,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,28895,S
대구,광업,2023,48,B
대구,제조업,2023,136717,C
대구,"전기, 가스, 증기 및 공기 조절 공급업",2023,2660,D
대구,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,4372,E
대구,건설업,2023,52416,F
대구,도매 및 소매업,2023,97376,G
대구,운수 및 창고업,2023,22074,H
대구,숙박 및 음식점업,2023,50220,I
대구,정보통신업,2023,15262,J
대구,금융 및 보험업,2023,31635,K
대구,부동산업,2023,18714,L
대구,"전문, 과학 및 기술 서비스업",2023,28843,M
대구,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,42301,N
대구,"공공행정, 국방 및 사회보장 행정",2023,34710,O
대구,교육 서비스업,2023,72431,P
대구,보건업 및 사회복지 서비스업,2023,123987,Q
대구,"예술, 스포츠 및 여가관련 서비스업",2023,9630,R
대구,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,21343,S
인천,광업,2023,375,B
인천,제조업,2023,225462,C
인천,"전기, 가스, 증기 및 공기 조절 공급업",2023,4039,D
인천,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,7493,E
인천,건설업,2023,59871,F
인천,도매 및 소매업,2023,99180,G
인천,운수 및 창고업,2023,54906,H
인천,숙박 및 음식점업,2023,66026,I
인천,정보통신업,2023,12206,J
인천,금융 및 보험업,2023,29612,K
인천,부동산업,2023,18829,L
인천,"전문, 과학 및 기술 서비스업",2023,38117,M
인천,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,60420,N
인천,"공공행정, 국방 및 사회보장 행정",2023,44168,O
인천,교육 서비스업,2023,71854,P
인천,보건업 및 사회복지 서비스업,2023,134138,Q
인천,"예술, 스포츠 및 여가관련 서비스업",2023,14850,R
인천,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,23770,S
광주,광업,2023,37,B
광주,제조업,2023,76645,C
광주,"전기, 가스, 증기 및 공기 조절 공급업",2023,1401,D
광주,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,2524,E
광주,건설업,2023,58060,F
광주,도매 및 소매업,2023,58828,G
광주,운수 및 창고업,2023,17336,H
광주,숙박 및 음식점업,2023,31911,I
광주,정보통신업,2023,10944,J
광주,금융 및 보험업,2023,23438,K
광주,부동산업,2023,17672,L
광주,"전문, 과학 및 기술 서비스업",2023,21704,M
광주,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,28054,N
광주,"공공행정, 국방 및 사회보장 행정",2023,23990,O
광주,교육 서비스업,2023,49536,P
광주,보건업 및 사회복지 서비스업,2023,85427,Q
광주,"예술, 스포츠 및 여가관련 서비스업",2023,9131,R
광주,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,15640,S
대전,광업,2023,19,B
대전,제조업,2023,58931,C
대전,"전기, 가스, 증기 및 공기 조절 공급업",2023,1478,D
대전,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,4091,E
대전,건설업,2023,51535,F
대전,도매 및 소매업,2023,70887,G
대전,운수 및 창고업,2023,17282,H
대전,숙박 및 음식점업,2023,35984,I
대전,정보통신업,2023,19856,J
대전,금융 및 보험업,2023,19381,K
대전,부동산업,2023,11361,L
대전,"전문, 과학 및 기술 서비스업",2023,56854,M
대전,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,44301,N
대전,"공공행정, 국방 및 사회보장 행정",2023,28509,O
대전,교육 서비스업,2023,56230,P
대전,보건업 및 사회복지 서비스업,2023,72971,Q
대전,"예술, 스포츠 및 여가관련 서비스업",2023,7350,R
대전,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,15703,S
울산,광업,2023,193,B
울산,제조업,2023,164227,C
울산,"전기, 가스, 증기 및 공기 조절 공급업",2023,2680,D
울산,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,2647,E
울산,건설업,2023,33312,F
울산,도매 및 소매업,2023,32709,G
울산,운수 및 창고업,2023,15946,H
울산,숙박 및 음식점업,2023,23799,I
울산,정보통신업,2023,4283,J
울산,금융 및 보험업,2023,12623,K
울산,부동산업,2023,7473,L
울산,"전문, 과학 및 기술 서비스업",2023,18288,M
울산,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,18893,N
울산,"공공행정, 국방 및 사회보장 행정",2023,17878,O
울산,교육 서비스업,2023,30932,P
울산,보건업 및 사회복지 서비스업,2023,42504,Q
울산,"예술, 스포츠 및 여가관련 서비스업",2023,4984,R
울산,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,9721,S
세종,광업,2023,121,B
세종,제조업,2023,21540,C
세종,"전기, 가스, 증기 및 공기 조절 공급업",2023,607,D
세종,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,729,E
세종,건설업,2023,6575,F
세종,도매 및 소매업,2023,7492,G
세종,운수 및 창고업,2023,3551,H
세종,숙박 및 음식점업,2023,7629,I
세종,정보통신업,2023,3048,J
세종,금융 및 보험업,2023,2698,K
세종,부동산업,2023,3777,L
세종,"전문, 과학 및 기술 서비스업",2023,8928,M
세종,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,5108,N
세종,"공공행정, 국방 및 사회보장 행정",2023,24081,O
세종,교육 서비스업,2023,17542,P
세종,보건업 및 사회복지 서비스업,2023,13642,Q
세종,"예술, 스포츠 및 여가관련 서비스업",2023,2872,R
세종,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,3157,S
경기,광업,2023,1557,B
경기,제조업,2023,1241381,C
경기,"전기, 가스, 증기 및 공기 조절 공급업",2023,9307,D
경기,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,32683,E
경기,건설업,2023,283770,F
경기,도매 및 소매업,2023,595653,G
경기,운수 및 창고업,2023,185987,H
경기,숙박 및 음식점업,2023,295636,I
경기,정보통신업,2023,162982,J
경기,금융 및 보험업,2023,138896,K
경기,부동산업,2023,111518,L
경기,"전문, 과학 및 기술 서비스업",2023,323967,M
경기,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,247346,N
경기,"공공행정, 국방 및 사회보장 행정",2023,153129,O
경기,교육 서비스업,2023,417751,P
경기,보건업 및 사회복지 서비스업,2023,509880,Q
경기,"예술, 스포츠 및 여가관련 서비스업",2023,87493,R
경기,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,119065,S
강원,광업,2023,4869,B
강원,제조업,2023,55316,C
강원,"전기, 가스, 증기 및 공기 조절 공급업",2023,3601,D
강원,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,5476,E
강원,건설업,2023,57379,F
강원,도매 및 소매업,2023,44670,G
강원,운수 및 창고업,2023,21655,H
강원,숙박 및 음식점업,2023,47901,I
강원,정보통신업,2023,8212,J
강원,금융 및 보험업,2023,27466,K
강원,부동산업,2023,9629,L
강원,"전문, 과학 및 기술 서비스업",2023,18862,M
강원,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,22577,N
강원,"공공행정, 국방 및 사회보장 행정",2023,45084,O
강원,교육 서비스업,2023,50330,P
강원,보건업 및 사회복지 서비스업,2023,79335,Q
강원,"예술, 스포츠 및 여가관련 서비스업",2023,19745,R
강원,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,17753,S
충북,광업,2023,1084,B
충북,제조업,2023,218095,C
충북,"전기, 가스, 증기 및 공기 조절 공급업",2023,1514,D
충북,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,6309,E
충북,건설업,2023,47364,F
충북,도매 및 소매업,2023,61727,G
충북,운수 및 창고업,2023,20539,H
충북,숙박 및 음식점업,2023,34574,I
충북,정보통신업,2023,7229,J
충북,금융 및 보험업,2023,17007,K
충북,부동산업,2023,9996,L
충북,"전문, 과학 및 기술 서비스업",2023,24283,M
충북,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,31954,N
충북,"공공행정, 국방 및 사회보장 행정",2023,36402,O
충북,교육 서비스업,2023,51017,P
충북,보건업 및 사회복지 서비스업,2023,71320,Q
충북,"예술, 스포츠 및 여가관련 서비스업",2023,10058,R
충북,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,13686,S
충남,광업,2023,803,B
충남,제조업,2023,295305,C
충남,"전기, 가스, 증기 및 공기 조절 공급업",2023,6774,D
충남,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,7310,E
충남,건설업,2023,68779,F
충남,도매 및 소매업,2023,65977,G
충남,운수 및 창고업,2023,25560,H
충남,숙박 및 음식점업,2023,43664,I
충남,정보통신업,2023,6653,J
충남,금융 및 보험업,2023,22360,K
충남,부동산업,2023,11886,L
충남,"전문, 과학 및 기술 서비스업",2023,25380,M
충남,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,35825,N
충남,"공공행정, 국방 및 사회보장 행정",2023,44871,O
충남,교육 서비스업,2023,67585,P
충남,보건업 및 사회복지 서비스업,2023,95624,Q
충남,"예술, 스포츠 및 여가관련 서비스업",2023,10304,R
충남,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,18922,S
전북,광업,2023,736,B
전북,제조업,2023,108240,C
전북,"전기, 가스, 증기 및 공기 조절 공급업",2023,2721,D
전북,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,5584,E
전북,건설업,2023,47805,F
전북,도매 및 소매업,2023,55164,G
전북,운수 및 창고업,2023,20592,H
전북,숙박 및 음식점업,2023,34365,I
전북,정보통신업,2023,7580,J
전북,금융 및 보험업,2023,28069,K
전북,부동산업,2023,10694,L
전북,"전문, 과학 및 기술 서비스업",2023,23558,M
전북,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,21606,N
전북,"공공행정, 국방 및 사회보장 행정",2023,42502,O
전북,교육 서비스업,2023,54112,P
전북,보건업 및 사회복지 서비스업,2023,93393,Q
전북,"예술, 스포츠 및 여가관련 서비스업",2023,11388,R
전북,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,17390,S
전남,광업,2023,913,B
전남,제조업,2023,115463,C
전남,"전기, 가스, 증기 및 공기 조절 공급업",2023,7368,D
전남,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,7366,E
전남,건설업,2023,83145,F
전남,도매 및 소매업,2023,62728,G
전남,운수 및 창고업,2023,28420,H
전남,숙박 및 음식점업,2023,34253,I
전남,정보통신업,2023,8835,J
전남,금융 및 보험업,2023,26150,K
전남,부동산업,2023,9081,L
전남,"전문, 과학 및 기술 서비스업",2023,20585,M
전남,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,25181,N
전남,"공공행정, 국방 및 사회보장 행정",2023,58489,O
전남,교육 서비스업,2023,49000,P
전남,보건업 및 사회복지 서비스업,2023,93565,Q
전남,"예술, 스포츠 및 여가관련 서비스업",2023,13464,R
전남,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,17221,S
경북,광업,2023,1144,B
경북,제조업,2023,291273,C
경북,"전기, 가스, 증기 및 공기 조절 공급업",2023,7248,D
경북,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,10430,E
경북,건설업,2023,68349,F
경북,도매 및 소매업,2023,70619,G
경북,운수 및 창고업,2023,27754,H
경북,숙박 및 음식점업,2023,46081,I
경북,정보통신업,2023,9043,J
경북,금융 및 보험업,2023,24026,K
경북,부동산업,2023,12287,L
경북,"전문, 과학 및 기술 서비스업",2023,33141,M
경북,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,29950,N
경북,"공공행정, 국방 및 사회보장 행정",2023,61411,O
경북,교육 서비스업,2023,73647,P
경북,보건업 및 사회복지 서비스업,2023,119007,Q
경북,"예술, 스포츠 및 여가관련 서비스업",2023,15099,R
경북,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,22636,S
경남,광업,2023,648,B
경남,제조업,2023,371514,C
경남,"전기, 가스, 증기 및 공기 조절 공급업",2023,4284,D
경남,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,10670,E
경남,건설업,2023,75239,F
경남,도매 및 소매업,2023,89399,G
경남,운수 및 창고업,2023,38432,H
경남,숙박 및 음식점업,2023,60026,I
경남,정보통신업,2023,11468,J
경남,금융 및 보험업,2023,43666,K
경남,부동산업,2023,21701,L
경남,"전문, 과학 및 기술 서비스업",2023,36476,M
경남,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,38040,N
경남,"공공행정, 국방 및 사회보장 행정",2023,64052,O
경남,교육 서비스업,2023,92784,P
경남,보건업 및 사회복지 서비스업,2023,143732,Q
경남,"예술, 스포츠 및 여가관련 서비스업",2023,15330,R
경남,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,24907,S
제주,광업,2023,165,B
제주,제조업,2023,10026,C
제주,"전기, 가스, 증기 및 공기 조절 공급업",2023,1334,D
제주,"수도, 하수 및 폐기물 처리, 원료 재생업",2023,1126,E
제주,건설업,2023,20394,F
제주,도매 및 소매업,2023,26155,G
제주,운수 및 창고업,2023,9116,H
제주,숙박 및 음식점업,2023,32280,I
제주,정보통신업,2023,4797,J
제주,금융 및 보험업,2023,11911,K
제주,부동산업,2023,3637,L
제주,"전문, 과학 및 기술 서비스업",2023,7456,M
제주,"사업시설 관리, 사업 지원 및 임대 서비스업",2023,12797,N
제주,"공공행정, 국방 및 사회보장 행정",2023,18629,O
제주,교육 서비스업,2023,19258,P
제주,보건업 및 사회복지 서비스업,2023,28368,Q
제주,"예술, 스포츠 및 여가관련 서비스업",2023,10227,R
제주,"협회 및 단체, 수리 및 기타 개인 서비스업",2023,7151,S
